filename,v_left,v_right,timestamp
1769346359989.jpg,0.0,0.0,1769346359989
1769346360022.jpg,0.0,0.0,1769346360022
1769346360056.jpg,0.0,0.0,1769346360056
1769346360089.jpg,0.0,0.0,1769346360089
1769346360123.jpg,0.0,0.0,1769346360123
1769346360156.jpg,0.0,0.0,1769346360156
1769346360190.jpg,0.0,0.0,1769346360190
1769346360224.jpg,0.0,0.0,1769346360224
1769346360258.jpg,0.0,0.0,1769346360258
1769346360292.jpg,0.0,0.0,1769346360292
1769346360326.jpg,0.0,0.0,1769346360326
1769346360360.jpg,0.0,0.0,1769346360360
1769346360393.jpg,0.0,0.0,1769346360393
1769346360427.jpg,0.0,0.0,1769346360427
1769346360461.jpg,0.0,0.0,1769346360461
1769346360494.jpg,0.0,0.0,1769346360494
1769346360528.jpg,0.0,0.0,1769346360528
1769346360562.jpg,0.0,0.0,1769346360562
1769346360595.jpg,0.0,0.0,1769346360595
1769346360629.jpg,0.0,0.0,1769346360629
1769346360663.jpg,0.0,0.0,1769346360663
1769346360696.jpg,0.0,0.0,1769346360696
1769346360730.jpg,0.0,0.0,1769346360730
1769346360763.jpg,0.0,0.0,1769346360763
1769346360797.jpg,0.0,0.0,1769346360797
1769346360831.jpg,0.0,0.0,1769346360831
1769346360864.jpg,0.0,0.0,1769346360864
1769346360898.jpg,0.0,0.0,1769346360898
1769346360932.jpg,0.0,0.0,1769346360932
1769346360966.jpg,0.0,0.0,1769346360966
1769346361000.jpg,0.0,0.0,1769346361000
1769346361033.jpg,0.0,0.0,1769346361033
1769346361067.jpg,0.0,0.0,1769346361067
1769346361101.jpg,0.0,0.0,1769346361101
1769346361134.jpg,0.0,0.0,1769346361134
1769346361167.jpg,0.0,0.0,1769346361167
1769346361201.jpg,0.0,0.0,1769346361201
1769346361235.jpg,0.0,0.0,1769346361235
1769346361269.jpg,0.0,0.0,1769346361269
1769346361302.jpg,0.0,0.0,1769346361302
1769346361336.jpg,0.0,0.0,1769346361336
1769346361370.jpg,0.0,0.0,1769346361370
1769346361404.jpg,0.0,0.0,1769346361404
1769346361438.jpg,0.0,0.0,1769346361438
1769346361471.jpg,0.0,0.0,1769346361471
1769346361505.jpg,0.0,0.0,1769346361505
1769346361539.jpg,0.0,0.0,1769346361539
1769346361572.jpg,0.0,0.0,1769346361572
1769346361606.jpg,0.0,0.0,1769346361606
1769346361640.jpg,0.0,0.0,1769346361640
1769346361673.jpg,0.5,-0.5,1769346361673
1769346361707.jpg,0.5,-0.5,1769346361707
1769346361740.jpg,0.5,-0.5,1769346361740
1769346361774.jpg,0.5,-0.5,1769346361774
1769346361808.jpg,0.0,0.0,1769346361808
1769346361841.jpg,0.0,0.0,1769346361841
1769346361875.jpg,0.0,0.0,1769346361875
1769346361909.jpg,0.0,0.0,1769346361909
1769346361943.jpg,0.0,0.0,1769346361943
1769346361976.jpg,0.0,0.0,1769346361976
1769346362010.jpg,0.0,0.0,1769346362010
1769346362044.jpg,0.0,0.0,1769346362044
1769346362077.jpg,0.0,0.0,1769346362077
1769346362111.jpg,0.0,0.0,1769346362111
1769346362145.jpg,0.0,0.0,1769346362145
1769346362178.jpg,0.0,0.0,1769346362178
1769346362212.jpg,0.0,0.0,1769346362212
1769346362246.jpg,0.0,0.0,1769346362246
1769346362279.jpg,0.0,0.0,1769346362279
1769346362313.jpg,0.0,0.0,1769346362313
1769346362347.jpg,0.0,0.0,1769346362347
1769346362381.jpg,-0.5,0.5,1769346362381
1769346362414.jpg,-0.5,0.5,1769346362414
1769346362448.jpg,-0.5,0.5,1769346362448
1769346362482.jpg,-0.5,0.5,1769346362482
1769346362516.jpg,0.0,0.0,1769346362516
1769346362549.jpg,0.0,0.0,1769346362549
1769346362583.jpg,0.0,0.0,1769346362583
1769346362617.jpg,0.0,0.0,1769346362617
1769346362651.jpg,0.0,0.0,1769346362651
1769346362684.jpg,0.0,0.0,1769346362684
1769346362718.jpg,0.0,0.0,1769346362718
1769346362752.jpg,0.0,0.0,1769346362752
1769346362785.jpg,0.0,0.0,1769346362785
1769346362819.jpg,0.0,0.0,1769346362819
1769346362852.jpg,0.0,0.0,1769346362852
1769346362886.jpg,0.0,0.0,1769346362886
1769346362919.jpg,0.0,0.0,1769346362919
1769346362953.jpg,-0.5,0.5,1769346362953
1769346362987.jpg,-0.5,0.5,1769346362987
1769346363021.jpg,-0.5,0.5,1769346363021
1769346363055.jpg,-0.5,0.5,1769346363055
1769346363088.jpg,-0.5,0.5,1769346363088
1769346363122.jpg,0.0,0.0,1769346363122
1769346363155.jpg,0.0,0.0,1769346363155
1769346363189.jpg,0.0,0.0,1769346363189
1769346363223.jpg,0.0,0.0,1769346363223
1769346363256.jpg,0.0,0.0,1769346363256
1769346363290.jpg,0.0,0.0,1769346363290
1769346363324.jpg,0.0,0.0,1769346363324
1769346363357.jpg,0.0,0.0,1769346363357
1769346363391.jpg,0.0,0.0,1769346363391
1769346363425.jpg,0.0,0.0,1769346363425
1769346363459.jpg,0.0,0.0,1769346363459
1769346363492.jpg,0.0,0.0,1769346363492
1769346363526.jpg,0.0,0.0,1769346363526
1769346363560.jpg,0.0,0.0,1769346363560
1769346363594.jpg,0.0,0.0,1769346363594
1769346363627.jpg,0.0,0.0,1769346363627
1769346363661.jpg,0.0,0.0,1769346363661
1769346363695.jpg,0.0,0.0,1769346363695
1769346363729.jpg,0.0,0.0,1769346363729
1769346363763.jpg,-0.5,0.5,1769346363763
1769346363796.jpg,-0.5,0.5,1769346363796
1769346363830.jpg,-0.5,0.5,1769346363830
1769346363864.jpg,0.0,0.0,1769346363864
1769346363897.jpg,0.0,0.0,1769346363897
1769346363931.jpg,0.0,0.0,1769346363931
1769346363964.jpg,0.0,0.0,1769346363964
1769346363998.jpg,0.0,0.0,1769346363998
1769346364032.jpg,0.0,0.0,1769346364032
1769346364066.jpg,0.0,0.0,1769346364066
1769346364099.jpg,0.0,0.0,1769346364099
1769346364133.jpg,0.0,0.0,1769346364133
1769346364167.jpg,0.0,0.0,1769346364167
1769346364201.jpg,0.0,0.0,1769346364201
1769346364234.jpg,0.0,0.0,1769346364234
1769346364268.jpg,0.0,0.0,1769346364268
1769346364302.jpg,0.0,0.0,1769346364302
1769346364335.jpg,0.0,0.0,1769346364335
1769346364369.jpg,0.0,0.0,1769346364369
1769346364402.jpg,0.0,0.0,1769346364402
1769346364436.jpg,0.0,0.0,1769346364436
1769346364470.jpg,0.0,0.0,1769346364470
1769346364504.jpg,0.0,0.0,1769346364504
1769346364538.jpg,0.0,0.0,1769346364538
1769346364571.jpg,0.0,0.0,1769346364571
1769346364604.jpg,0.0,0.0,1769346364604
1769346364638.jpg,0.0,0.0,1769346364638
1769346364672.jpg,0.0,0.0,1769346364672
1769346364706.jpg,0.0,0.0,1769346364706
1769346364739.jpg,0.0,0.0,1769346364739
1769346364773.jpg,0.0,0.0,1769346364773
1769346364806.jpg,0.0,0.0,1769346364806
1769346364840.jpg,0.0,0.0,1769346364840
1769346364874.jpg,0.0,0.0,1769346364874
1769346364908.jpg,1.0,1.0,1769346364908
1769346364941.jpg,1.0,1.0,1769346364941
1769346364975.jpg,1.0,1.0,1769346364975
1769346365009.jpg,1.0,1.0,1769346365009
1769346365042.jpg,1.0,1.0,1769346365042
1769346365076.jpg,1.0,1.0,1769346365076
1769346365110.jpg,0.0,0.0,1769346365110
1769346365143.jpg,0.0,0.0,1769346365143
1769346365177.jpg,0.0,0.0,1769346365177
1769346365211.jpg,0.0,0.0,1769346365211
1769346365244.jpg,0.0,0.0,1769346365244
1769346365278.jpg,0.0,0.0,1769346365278
1769346365312.jpg,0.0,0.0,1769346365312
1769346365345.jpg,0.0,0.0,1769346365345
1769346365379.jpg,0.0,0.0,1769346365379
1769346365412.jpg,1.0,1.0,1769346365412
1769346365446.jpg,1.0,1.0,1769346365446
1769346365480.jpg,1.0,1.0,1769346365480
1769346365513.jpg,1.0,1.0,1769346365513
1769346365547.jpg,1.0,1.0,1769346365547
1769346365581.jpg,1.0,1.0,1769346365581
1769346365615.jpg,0.0,0.0,1769346365615
1769346365648.jpg,0.0,0.0,1769346365648
1769346365682.jpg,0.0,0.0,1769346365682
1769346365716.jpg,0.0,0.0,1769346365716
1769346365749.jpg,0.0,0.0,1769346365749
1769346365783.jpg,0.0,0.0,1769346365783
1769346365816.jpg,0.0,0.0,1769346365816
1769346365850.jpg,0.0,0.0,1769346365850
1769346365884.jpg,0.0,0.0,1769346365884
1769346365917.jpg,1.0,1.0,1769346365917
1769346365951.jpg,1.0,1.0,1769346365951
1769346365985.jpg,1.0,1.0,1769346365985
1769346366018.jpg,1.0,1.0,1769346366018
1769346366052.jpg,0.0,0.0,1769346366052
1769346366086.jpg,0.0,0.0,1769346366086
1769346366119.jpg,0.0,0.0,1769346366119
1769346366153.jpg,0.0,0.0,1769346366153
1769346366187.jpg,0.0,0.0,1769346366187
1769346366220.jpg,0.0,0.0,1769346366220
1769346366254.jpg,0.0,0.0,1769346366254
1769346366287.jpg,0.0,0.0,1769346366287
1769346366321.jpg,0.0,0.0,1769346366321
1769346366355.jpg,0.0,0.0,1769346366355
1769346366388.jpg,0.0,0.0,1769346366388
1769346366422.jpg,0.0,0.0,1769346366422
1769346366456.jpg,0.0,0.0,1769346366456
1769346366489.jpg,0.0,0.0,1769346366489
1769346366523.jpg,0.0,0.0,1769346366523
1769346366558.jpg,0.0,0.0,1769346366558
1769346366591.jpg,0.0,0.0,1769346366591
1769346366625.jpg,0.0,0.0,1769346366625
1769346366658.jpg,0.0,0.0,1769346366658
1769346366692.jpg,0.0,0.0,1769346366692
1769346366726.jpg,0.0,0.0,1769346366726
1769346366759.jpg,0.0,0.0,1769346366759
1769346366793.jpg,0.0,0.0,1769346366793
1769346366826.jpg,0.0,0.0,1769346366826
1769346366860.jpg,0.0,0.0,1769346366860
1769346366894.jpg,0.0,0.0,1769346366894
1769346366928.jpg,0.0,0.0,1769346366928
1769346366962.jpg,0.0,0.0,1769346366962
1769346366996.jpg,1.0,1.0,1769346366996
1769346367029.jpg,1.0,1.0,1769346367029
1769346367063.jpg,1.0,1.0,1769346367063
1769346367096.jpg,1.0,1.0,1769346367096
1769346367130.jpg,0.0,0.0,1769346367130
1769346367164.jpg,0.0,0.0,1769346367164
1769346367197.jpg,0.0,0.0,1769346367197
1769346367231.jpg,0.0,0.0,1769346367231
1769346367265.jpg,0.0,0.0,1769346367265
1769346367298.jpg,0.0,0.0,1769346367298
1769346367332.jpg,0.0,0.0,1769346367332
1769346367366.jpg,0.0,0.0,1769346367366
1769346367400.jpg,0.0,0.0,1769346367400
1769346367434.jpg,0.0,0.0,1769346367434
1769346367467.jpg,0.0,0.0,1769346367467
1769346367501.jpg,0.0,0.0,1769346367501
1769346367535.jpg,0.0,0.0,1769346367535
1769346367568.jpg,0.0,0.0,1769346367568
1769346367602.jpg,0.0,0.0,1769346367602
1769346367636.jpg,0.0,0.0,1769346367636
1769346367670.jpg,0.0,0.0,1769346367670
1769346367703.jpg,0.0,0.0,1769346367703
1769346367737.jpg,0.0,0.0,1769346367737
1769346367771.jpg,0.0,0.0,1769346367771
1769346367805.jpg,0.0,0.0,1769346367805
1769346367838.jpg,0.0,0.0,1769346367838
1769346367872.jpg,0.0,0.0,1769346367872
1769346367905.jpg,0.0,0.0,1769346367905
1769346367939.jpg,0.0,0.0,1769346367939
1769346367972.jpg,0.0,0.0,1769346367972
