filename,v_left,v_right,timestamp
1769334000649.jpg,0.0,0.0,1769334000649
1769334000683.jpg,0.0,0.0,1769334000683
1769334000717.jpg,0.0,0.0,1769334000717
1769334000750.jpg,0.0,0.0,1769334000750
1769334000784.jpg,0.0,0.0,1769334000784
1769334000818.jpg,0.0,0.0,1769334000818
1769334000851.jpg,0.0,0.0,1769334000851
1769334000884.jpg,0.0,0.0,1769334000884
1769334000918.jpg,0.0,0.0,1769334000918
1769334000952.jpg,0.0,0.0,1769334000952
1769334000986.jpg,0.0,0.0,1769334000986
1769334001019.jpg,0.0,0.0,1769334001019
1769334001054.jpg,0.0,0.0,1769334001054
1769334001087.jpg,0.0,0.0,1769334001087
1769334001121.jpg,0.0,0.0,1769334001121
1769334001154.jpg,0.0,0.0,1769334001154
1769334001188.jpg,0.0,0.0,1769334001188
1769334001222.jpg,0.0,0.0,1769334001222
1769334001255.jpg,0.0,0.0,1769334001255
1769334001289.jpg,0.0,0.0,1769334001289
1769334001323.jpg,0.0,0.0,1769334001323
1769334001356.jpg,1.0,1.0,1769334001356
1769334001390.jpg,1.0,1.0,1769334001390
1769334001424.jpg,1.0,1.0,1769334001424
1769334001458.jpg,1.0,1.0,1769334001458
1769334001492.jpg,1.0,1.0,1769334001492
1769334001525.jpg,1.0,1.0,1769334001525
1769334001559.jpg,1.0,1.0,1769334001559
1769334001592.jpg,1.0,1.0,1769334001592
1769334001626.jpg,1.0,1.0,1769334001626
1769334001660.jpg,1.0,1.0,1769334001660
1769334001693.jpg,1.0,1.0,1769334001693
1769334001727.jpg,1.0,1.0,1769334001727
1769334001761.jpg,1.0,1.0,1769334001761
1769334001795.jpg,-0.5,0.5,1769334001795
1769334001828.jpg,-0.5,0.5,1769334001828
1769334001862.jpg,-0.5,0.5,1769334001862
1769334001895.jpg,-0.5,0.5,1769334001895
1769334001929.jpg,-0.5,0.5,1769334001929
1769334001963.jpg,-0.5,0.5,1769334001963
1769334001997.jpg,-0.5,0.5,1769334001997
1769334002030.jpg,-0.5,0.5,1769334002030
1769334002064.jpg,-0.5,0.5,1769334002064
1769334002098.jpg,-0.5,0.5,1769334002098
1769334002131.jpg,-0.5,0.5,1769334002131
1769334002165.jpg,-0.5,0.5,1769334002165
1769334002199.jpg,-0.5,0.5,1769334002199
1769334002232.jpg,-0.5,0.5,1769334002232
1769334002266.jpg,-0.5,0.5,1769334002266
1769334002300.jpg,-0.5,0.5,1769334002300
1769334002333.jpg,-0.5,0.5,1769334002333
1769334002367.jpg,-0.5,0.5,1769334002367
1769334002401.jpg,-0.5,0.5,1769334002401
1769334002434.jpg,-0.5,0.5,1769334002434
1769334002468.jpg,-0.5,0.5,1769334002468
1769334002501.jpg,-0.5,0.5,1769334002501
1769334002535.jpg,-0.5,0.5,1769334002535
1769334002569.jpg,-0.5,0.5,1769334002569
1769334002603.jpg,-0.5,0.5,1769334002603
1769334002636.jpg,-0.5,0.5,1769334002636
1769334002670.jpg,-0.5,0.5,1769334002670
1769334002704.jpg,-0.5,0.5,1769334002704
1769334002737.jpg,0.0,0.0,1769334002737
1769334002771.jpg,0.0,0.0,1769334002771
1769334002805.jpg,0.0,0.0,1769334002805
1769334002839.jpg,0.0,0.0,1769334002839
1769334002872.jpg,0.0,0.0,1769334002872
1769334002906.jpg,0.0,0.0,1769334002906
1769334002940.jpg,0.0,0.0,1769334002940
1769334002974.jpg,-0.5,0.5,1769334002974
1769334003007.jpg,-0.5,0.5,1769334003007
1769334003041.jpg,-0.5,0.5,1769334003041
1769334003075.jpg,-0.5,0.5,1769334003075
1769334003108.jpg,-0.5,0.5,1769334003108
1769334003142.jpg,-0.5,0.5,1769334003142
1769334003176.jpg,-0.5,0.5,1769334003176
1769334003210.jpg,-0.5,0.5,1769334003210
1769334003243.jpg,-0.5,0.5,1769334003243
1769334003277.jpg,-0.5,0.5,1769334003277
1769334003311.jpg,-0.5,0.5,1769334003311
1769334003344.jpg,-0.5,0.5,1769334003344
1769334003378.jpg,-0.5,0.5,1769334003378
1769334003411.jpg,-0.5,0.5,1769334003411
1769334003445.jpg,-0.5,0.5,1769334003445
1769334003479.jpg,-0.5,0.5,1769334003479
1769334003512.jpg,0.0,0.0,1769334003512
1769334003546.jpg,0.0,0.0,1769334003546
1769334003580.jpg,0.0,0.0,1769334003580
1769334003613.jpg,0.0,0.0,1769334003613
1769334003647.jpg,0.0,0.0,1769334003647
1769334003681.jpg,0.0,0.0,1769334003681
1769334003715.jpg,0.0,0.0,1769334003715
1769334003748.jpg,0.0,0.0,1769334003748
1769334003782.jpg,0.0,0.0,1769334003782
1769334003815.jpg,0.0,0.0,1769334003815
1769334003849.jpg,-0.5,0.5,1769334003849
1769334003883.jpg,-0.5,0.5,1769334003883
1769334003917.jpg,-0.5,0.5,1769334003917
1769334003950.jpg,-0.5,0.5,1769334003950
1769334003984.jpg,-0.5,0.5,1769334003984
1769334004018.jpg,-0.5,0.5,1769334004018
1769334004051.jpg,-0.5,0.5,1769334004051
1769334004085.jpg,-0.5,0.5,1769334004085
1769334004119.jpg,0.0,0.0,1769334004119
1769334004152.jpg,0.0,0.0,1769334004152
1769334004186.jpg,0.0,0.0,1769334004186
1769334004220.jpg,0.0,0.0,1769334004220
1769334004254.jpg,0.0,0.0,1769334004254
1769334004287.jpg,0.0,0.0,1769334004287
1769334004321.jpg,0.0,0.0,1769334004321
1769334004355.jpg,1.0,1.0,1769334004355
1769334004388.jpg,1.0,1.0,1769334004388
1769334004422.jpg,1.0,1.0,1769334004422
1769334004456.jpg,1.0,1.0,1769334004456
1769334004489.jpg,1.0,1.0,1769334004489
1769334004523.jpg,1.0,1.0,1769334004523
1769334004557.jpg,1.0,1.0,1769334004557
1769334004591.jpg,1.0,1.0,1769334004591
1769334004624.jpg,1.0,1.0,1769334004624
1769334004658.jpg,1.0,1.0,1769334004658
1769334004692.jpg,1.0,1.0,1769334004692
1769334004725.jpg,1.0,1.0,1769334004725
1769334004759.jpg,1.0,1.0,1769334004759
1769334004793.jpg,1.0,1.0,1769334004793
1769334004826.jpg,1.0,1.0,1769334004826
1769334004860.jpg,1.0,1.0,1769334004860
1769334004894.jpg,1.0,1.0,1769334004894
1769334004927.jpg,1.0,1.0,1769334004927
1769334004961.jpg,1.0,1.0,1769334004961
1769334004995.jpg,1.0,1.0,1769334004995
1769334005029.jpg,1.0,1.0,1769334005029
1769334005062.jpg,1.0,1.0,1769334005062
1769334005096.jpg,1.0,1.0,1769334005096
1769334005130.jpg,1.0,1.0,1769334005130
1769334005164.jpg,1.0,1.0,1769334005164
1769334005197.jpg,-0.5,0.5,1769334005197
1769334005231.jpg,-0.5,0.5,1769334005231
1769334005265.jpg,-0.5,0.5,1769334005265
1769334005298.jpg,-0.5,0.5,1769334005298
1769334005332.jpg,-0.5,0.5,1769334005332
1769334005366.jpg,-0.5,0.5,1769334005366
1769334005399.jpg,-0.5,0.5,1769334005399
1769334005433.jpg,-0.5,0.5,1769334005433
1769334005467.jpg,-0.5,0.5,1769334005467
1769334005501.jpg,-0.5,0.5,1769334005501
1769334005535.jpg,-0.5,0.5,1769334005535
1769334005568.jpg,0.0,0.0,1769334005568
1769334005602.jpg,0.0,0.0,1769334005602
1769334005636.jpg,0.0,0.0,1769334005636
1769334005669.jpg,0.0,0.0,1769334005669
1769334005703.jpg,0.0,0.0,1769334005703
1769334005737.jpg,0.0,0.0,1769334005737
1769334005771.jpg,0.0,0.0,1769334005771
1769334005805.jpg,0.0,0.0,1769334005805
1769334005838.jpg,0.0,0.0,1769334005838
1769334005873.jpg,0.0,0.0,1769334005873
1769334005906.jpg,0.0,0.0,1769334005906
1769334005940.jpg,0.0,0.0,1769334005940
1769334005974.jpg,0.0,0.0,1769334005974
1769334006008.jpg,0.0,0.0,1769334006008
1769334006041.jpg,0.0,0.0,1769334006041
1769334006075.jpg,0.0,0.0,1769334006075
1769334006109.jpg,0.0,0.0,1769334006109
1769334006142.jpg,1.0,1.0,1769334006142
1769334006176.jpg,1.0,1.0,1769334006176
1769334006210.jpg,1.0,1.0,1769334006210
1769334006243.jpg,1.0,1.0,1769334006243
1769334006277.jpg,1.0,1.0,1769334006277
1769334006311.jpg,1.0,1.0,1769334006311
1769334006345.jpg,1.0,1.0,1769334006345
1769334006378.jpg,1.0,1.0,1769334006378
1769334006412.jpg,1.0,1.0,1769334006412
