filename,v_left,v_right,timestamp
1769333918659.jpg,0.0,0.0,1769333918659
1769333918693.jpg,0.0,0.0,1769333918693
1769333918727.jpg,0.0,0.0,1769333918727
1769333918760.jpg,0.0,0.0,1769333918760
1769333918794.jpg,0.0,0.0,1769333918794
1769333918828.jpg,0.0,0.0,1769333918828
1769333918862.jpg,0.0,0.0,1769333918862
1769333918896.jpg,0.0,0.0,1769333918896
1769333918930.jpg,0.0,0.0,1769333918930
1769333918963.jpg,0.0,0.0,1769333918963
1769333918997.jpg,0.0,0.0,1769333918997
1769333919030.jpg,0.0,0.0,1769333919030
1769333919064.jpg,0.0,0.0,1769333919064
1769333919098.jpg,0.0,0.0,1769333919098
1769333919131.jpg,0.0,0.0,1769333919131
1769333919165.jpg,0.0,0.0,1769333919165
1769333919199.jpg,0.0,0.0,1769333919199
1769333919233.jpg,0.0,0.0,1769333919233
1769333919266.jpg,0.0,0.0,1769333919266
1769333919300.jpg,0.0,0.0,1769333919300
1769333919334.jpg,0.0,0.0,1769333919334
1769333919368.jpg,0.0,0.0,1769333919368
1769333919402.jpg,0.0,0.0,1769333919402
1769333919436.jpg,0.0,0.0,1769333919436
1769333919470.jpg,0.0,0.0,1769333919470
1769333919504.jpg,0.0,0.0,1769333919504
1769333919537.jpg,1.0,1.0,1769333919537
1769333919572.jpg,1.0,1.0,1769333919572
1769333919606.jpg,1.0,1.0,1769333919606
1769333919640.jpg,1.0,1.0,1769333919640
1769333919673.jpg,1.0,1.0,1769333919673
1769333919707.jpg,1.0,1.0,1769333919707
1769333919740.jpg,1.0,1.0,1769333919740
1769333919774.jpg,1.0,1.0,1769333919774
1769333919807.jpg,0.0,0.0,1769333919807
1769333919841.jpg,0.0,0.0,1769333919841
1769333919874.jpg,0.0,0.0,1769333919874
1769333919908.jpg,0.0,0.0,1769333919908
1769333919941.jpg,0.0,0.0,1769333919941
1769333919975.jpg,0.0,0.0,1769333919975
1769333920009.jpg,0.0,0.0,1769333920009
1769333920042.jpg,-0.5,0.5,1769333920042
1769333920077.jpg,-0.5,0.5,1769333920077
1769333920110.jpg,-0.5,0.5,1769333920110
1769333920144.jpg,-0.5,0.5,1769333920144
1769333920178.jpg,-0.5,0.5,1769333920178
1769333920212.jpg,-0.5,0.5,1769333920212
1769333920245.jpg,0.0,0.0,1769333920245
1769333920279.jpg,0.0,0.0,1769333920279
1769333920313.jpg,0.0,0.0,1769333920313
1769333920346.jpg,0.0,0.0,1769333920346
1769333920380.jpg,0.0,0.0,1769333920380
1769333920414.jpg,0.0,0.0,1769333920414
1769333920448.jpg,0.0,0.0,1769333920448
1769333920481.jpg,0.0,0.0,1769333920481
1769333920515.jpg,0.0,0.0,1769333920515
1769333920548.jpg,0.0,0.0,1769333920548
1769333920582.jpg,0.0,0.0,1769333920582
1769333920616.jpg,0.0,0.0,1769333920616
1769333920650.jpg,-0.5,0.5,1769333920650
1769333920684.jpg,-0.5,0.5,1769333920684
1769333920717.jpg,-0.5,0.5,1769333920717
1769333920751.jpg,-0.5,0.5,1769333920751
1769333920785.jpg,-0.5,0.5,1769333920785
1769333920818.jpg,-0.5,0.5,1769333920818
1769333920852.jpg,-0.5,0.5,1769333920852
1769333920885.jpg,0.0,0.0,1769333920885
1769333920919.jpg,0.0,0.0,1769333920919
1769333920953.jpg,0.0,0.0,1769333920953
1769333920986.jpg,0.0,0.0,1769333920986
1769333921020.jpg,0.0,0.0,1769333921020
1769333921054.jpg,0.0,0.0,1769333921054
1769333921087.jpg,0.0,0.0,1769333921087
1769333921121.jpg,0.0,0.0,1769333921121
1769333921155.jpg,0.0,0.0,1769333921155
1769333921188.jpg,0.0,0.0,1769333921188
1769333921222.jpg,0.0,0.0,1769333921222
1769333921256.jpg,1.0,1.0,1769333921256
1769333921290.jpg,1.0,1.0,1769333921290
1769333921324.jpg,1.0,1.0,1769333921324
1769333921357.jpg,1.0,1.0,1769333921357
1769333921391.jpg,1.0,1.0,1769333921391
1769333921424.jpg,1.0,1.0,1769333921424
1769333921458.jpg,1.0,1.0,1769333921458
1769333921492.jpg,1.0,1.0,1769333921492
1769333921526.jpg,1.0,1.0,1769333921526
1769333921559.jpg,1.0,1.0,1769333921559
1769333921593.jpg,1.0,1.0,1769333921593
1769333921627.jpg,0.0,0.0,1769333921627
1769333921660.jpg,0.0,0.0,1769333921660
1769333921694.jpg,0.0,0.0,1769333921694
1769333921728.jpg,0.0,0.0,1769333921728
1769333921761.jpg,0.0,0.0,1769333921761
1769333921795.jpg,0.0,0.0,1769333921795
1769333921829.jpg,0.0,0.0,1769333921829
1769333921862.jpg,-0.5,0.5,1769333921862
1769333921896.jpg,-0.5,0.5,1769333921896
1769333921930.jpg,-0.5,0.5,1769333921930
1769333921964.jpg,-0.5,0.5,1769333921964
1769333921997.jpg,-0.5,0.5,1769333921997
1769333922031.jpg,-0.5,0.5,1769333922031
1769333922065.jpg,-0.5,0.5,1769333922065
1769333922098.jpg,-0.5,0.5,1769333922098
1769333922132.jpg,-0.5,0.5,1769333922132
1769333922165.jpg,-0.5,0.5,1769333922165
1769333922199.jpg,-0.5,0.5,1769333922199
1769333922233.jpg,0.0,0.0,1769333922233
1769333922267.jpg,0.0,0.0,1769333922267
1769333922300.jpg,0.0,0.0,1769333922300
1769333922334.jpg,0.0,0.0,1769333922334
1769333922368.jpg,0.0,0.0,1769333922368
1769333922402.jpg,0.0,0.0,1769333922402
1769333922435.jpg,0.0,0.0,1769333922435
1769333922469.jpg,0.0,0.0,1769333922469
1769333922503.jpg,0.0,0.0,1769333922503
1769333922537.jpg,0.0,0.0,1769333922537
1769333922571.jpg,0.0,0.0,1769333922571
1769333922604.jpg,0.0,0.0,1769333922604
1769333922638.jpg,0.0,0.0,1769333922638
1769333922672.jpg,0.0,0.0,1769333922672
1769333922705.jpg,0.0,0.0,1769333922705
1769333922739.jpg,0.0,0.0,1769333922739
1769333922773.jpg,0.0,0.0,1769333922773
1769333922806.jpg,0.0,0.0,1769333922806
1769333922840.jpg,0.0,0.0,1769333922840
1769333922873.jpg,-0.5,0.5,1769333922873
1769333922907.jpg,-0.5,0.5,1769333922907
1769333922941.jpg,-0.5,0.5,1769333922941
1769333922974.jpg,-0.5,0.5,1769333922974
1769333923008.jpg,-0.5,0.5,1769333923008
1769333923041.jpg,-0.5,0.5,1769333923041
1769333923075.jpg,0.0,0.0,1769333923075
1769333923109.jpg,0.0,0.0,1769333923109
1769333923143.jpg,0.0,0.0,1769333923143
1769333923176.jpg,0.0,0.0,1769333923176
1769333923210.jpg,0.0,0.0,1769333923210
1769333923244.jpg,0.0,0.0,1769333923244
