filename,v_left,v_right,timestamp
1769347932799.jpg,0.0,0.0,1769347932799
1769347932833.jpg,0.0,0.0,1769347932833
1769347932866.jpg,0.0,0.0,1769347932866
1769347932900.jpg,0.0,0.0,1769347932900
1769347932934.jpg,0.0,0.0,1769347932934
1769347932968.jpg,0.0,0.0,1769347932968
1769347933001.jpg,0.0,0.0,1769347933001
1769347933035.jpg,0.0,0.0,1769347933035
1769347933069.jpg,0.0,0.0,1769347933069
1769347933103.jpg,0.0,0.0,1769347933103
1769347933136.jpg,0.0,0.0,1769347933136
1769347933170.jpg,0.0,0.0,1769347933170
1769347933204.jpg,0.0,0.0,1769347933204
1769347933238.jpg,0.0,0.0,1769347933238
1769347933271.jpg,0.0,0.0,1769347933271
1769347933305.jpg,0.0,0.0,1769347933305
1769347933338.jpg,0.0,0.0,1769347933338
1769347933372.jpg,0.0,0.0,1769347933372
1769347933405.jpg,0.0,0.0,1769347933405
1769347933439.jpg,0.0,0.0,1769347933439
1769347933473.jpg,0.0,0.0,1769347933473
1769347933507.jpg,0.0,0.0,1769347933507
1769347933541.jpg,0.0,0.0,1769347933541
1769347933574.jpg,1.0,1.0,1769347933574
1769347933608.jpg,1.0,1.0,1769347933608
1769347933642.jpg,1.0,1.0,1769347933642
1769347933675.jpg,1.0,1.0,1769347933675
1769347933709.jpg,0.0,0.0,1769347933709
1769347933743.jpg,0.0,0.0,1769347933743
1769347933776.jpg,0.0,0.0,1769347933776
1769347933810.jpg,0.0,0.0,1769347933810
1769347933844.jpg,0.0,0.0,1769347933844
1769347933878.jpg,0.0,0.0,1769347933878
1769347933911.jpg,0.0,0.0,1769347933911
1769347933945.jpg,0.0,0.0,1769347933945
1769347933979.jpg,0.0,0.0,1769347933979
1769347934013.jpg,1.0,1.0,1769347934013
1769347934046.jpg,1.0,1.0,1769347934046
1769347934080.jpg,1.0,1.0,1769347934080
1769347934114.jpg,1.0,1.0,1769347934114
1769347934147.jpg,1.0,1.0,1769347934147
1769347934181.jpg,1.0,1.0,1769347934181
1769347934214.jpg,1.0,1.0,1769347934214
1769347934248.jpg,0.0,0.0,1769347934248
1769347934282.jpg,0.0,0.0,1769347934282
1769347934316.jpg,0.0,0.0,1769347934316
1769347934349.jpg,0.0,0.0,1769347934349
1769347934383.jpg,0.0,0.0,1769347934383
1769347934417.jpg,0.0,0.0,1769347934417
1769347934450.jpg,0.0,0.0,1769347934450
1769347934484.jpg,1.0,1.0,1769347934484
1769347934518.jpg,1.0,1.0,1769347934518
1769347934551.jpg,1.0,1.0,1769347934551
1769347934586.jpg,1.0,1.0,1769347934586
1769347934619.jpg,0.0,0.0,1769347934619
1769347934652.jpg,0.0,0.0,1769347934652
1769347934686.jpg,0.0,0.0,1769347934686
1769347934720.jpg,0.0,0.0,1769347934720
1769347934754.jpg,0.0,0.0,1769347934754
1769347934788.jpg,0.0,0.0,1769347934788
1769347934821.jpg,0.0,0.0,1769347934821
1769347934855.jpg,0.0,0.0,1769347934855
1769347934888.jpg,0.5,-0.5,1769347934888
1769347934922.jpg,0.0,0.0,1769347934922
1769347934956.jpg,0.0,0.0,1769347934956
1769347934989.jpg,0.0,0.0,1769347934989
1769347935023.jpg,0.0,0.0,1769347935023
1769347935056.jpg,0.0,0.0,1769347935056
1769347935090.jpg,0.0,0.0,1769347935090
1769347935124.jpg,0.5,-0.5,1769347935124
1769347935157.jpg,0.5,-0.5,1769347935157
1769347935191.jpg,0.5,-0.5,1769347935191
1769347935225.jpg,0.0,0.0,1769347935225
1769347935258.jpg,0.0,0.0,1769347935258
1769347935292.jpg,0.0,0.0,1769347935292
1769347935327.jpg,0.0,0.0,1769347935327
1769347935360.jpg,0.0,0.0,1769347935360
1769347935394.jpg,0.0,0.0,1769347935394
1769347935428.jpg,0.0,0.0,1769347935428
1769347935461.jpg,0.0,0.0,1769347935461
1769347935495.jpg,1.0,1.0,1769347935495
1769347935529.jpg,1.0,1.0,1769347935529
1769347935562.jpg,1.0,1.0,1769347935562
1769347935596.jpg,1.0,1.0,1769347935596
1769347935630.jpg,1.0,1.0,1769347935630
1769347935664.jpg,1.0,1.0,1769347935664
1769347935697.jpg,1.0,1.0,1769347935697
1769347935731.jpg,1.0,1.0,1769347935731
1769347935765.jpg,1.0,1.0,1769347935765
1769347935799.jpg,0.0,0.0,1769347935799
1769347935832.jpg,0.0,0.0,1769347935832
