filename,v_left,v_right,timestamp
1769334085918.jpg,0.0,0.0,1769334085918
1769334085952.jpg,0.0,0.0,1769334085952
1769334085986.jpg,0.0,0.0,1769334085986
1769334086020.jpg,0.0,0.0,1769334086020
1769334086053.jpg,0.0,0.0,1769334086053
1769334086087.jpg,0.0,0.0,1769334086087
1769334086121.jpg,0.0,0.0,1769334086121
1769334086154.jpg,0.0,0.0,1769334086154
1769334086188.jpg,0.0,0.0,1769334086188
1769334086222.jpg,0.0,0.0,1769334086222
1769334086256.jpg,0.0,0.0,1769334086256
1769334086290.jpg,0.0,0.0,1769334086290
1769334086323.jpg,0.0,0.0,1769334086323
1769334086357.jpg,0.0,0.0,1769334086357
1769334086391.jpg,0.0,0.0,1769334086391
1769334086424.jpg,0.0,0.0,1769334086424
1769334086458.jpg,-1.0,-1.0,1769334086458
1769334086492.jpg,-1.0,-1.0,1769334086492
1769334086525.jpg,-1.0,-1.0,1769334086525
1769334086559.jpg,-1.0,-1.0,1769334086559
1769334086593.jpg,-1.0,-1.0,1769334086593
1769334086626.jpg,-1.0,-1.0,1769334086626
1769334086660.jpg,-1.0,-1.0,1769334086660
1769334086694.jpg,-1.0,-1.0,1769334086694
1769334086728.jpg,-1.0,-1.0,1769334086728
1769334086761.jpg,0.0,0.0,1769334086761
1769334086795.jpg,0.0,0.0,1769334086795
1769334086828.jpg,0.0,0.0,1769334086828
1769334086862.jpg,0.0,0.0,1769334086862
1769334086896.jpg,0.0,0.0,1769334086896
1769334086930.jpg,0.0,0.0,1769334086930
1769334086963.jpg,0.0,0.0,1769334086963
1769334086997.jpg,0.0,0.0,1769334086997
1769334087031.jpg,0.0,0.0,1769334087031
1769334087065.jpg,0.0,0.0,1769334087065
1769334087099.jpg,0.0,0.0,1769334087099
1769334087132.jpg,0.0,0.0,1769334087132
1769334087166.jpg,0.0,0.0,1769334087166
1769334087200.jpg,-1.0,-1.0,1769334087200
1769334087233.jpg,-1.0,-1.0,1769334087233
1769334087267.jpg,-1.0,-1.0,1769334087267
1769334087301.jpg,-1.0,-1.0,1769334087301
1769334087334.jpg,-1.0,-1.0,1769334087334
1769334087368.jpg,-1.0,-1.0,1769334087368
1769334087402.jpg,-1.0,-1.0,1769334087402
1769334087436.jpg,-1.0,-1.0,1769334087436
1769334087470.jpg,-1.0,-1.0,1769334087470
1769334087503.jpg,-1.0,-1.0,1769334087503
1769334087537.jpg,-1.0,-1.0,1769334087537
1769334087571.jpg,0.0,0.0,1769334087571
1769334087604.jpg,0.0,0.0,1769334087604
1769334087638.jpg,0.0,0.0,1769334087638
1769334087672.jpg,0.0,0.0,1769334087672
1769334087706.jpg,0.0,0.0,1769334087706
1769334087739.jpg,0.0,0.0,1769334087739
1769334087773.jpg,0.0,0.0,1769334087773
1769334087807.jpg,0.0,0.0,1769334087807
1769334087841.jpg,0.0,0.0,1769334087841
1769334087875.jpg,0.0,0.0,1769334087875
1769334087908.jpg,0.0,0.0,1769334087908
1769334087941.jpg,0.0,0.0,1769334087941
1769334087975.jpg,0.0,0.0,1769334087975
1769334088009.jpg,0.0,0.0,1769334088009
1769334088042.jpg,0.0,0.0,1769334088042
1769334088076.jpg,0.0,0.0,1769334088076
1769334088110.jpg,0.5,-0.5,1769334088110
1769334088144.jpg,0.5,-0.5,1769334088144
1769334088178.jpg,0.5,-0.5,1769334088178
1769334088211.jpg,0.5,-0.5,1769334088211
1769334088245.jpg,0.5,-0.5,1769334088245
1769334088278.jpg,0.5,-0.5,1769334088278
1769334088312.jpg,0.5,-0.5,1769334088312
1769334088345.jpg,0.0,0.0,1769334088345
1769334088379.jpg,0.0,0.0,1769334088379
1769334088413.jpg,0.0,0.0,1769334088413
1769334088447.jpg,0.0,0.0,1769334088447
1769334088480.jpg,0.0,0.0,1769334088480
1769334088514.jpg,0.0,0.0,1769334088514
1769334088548.jpg,0.0,0.0,1769334088548
1769334088582.jpg,0.0,0.0,1769334088582
1769334088615.jpg,0.0,0.0,1769334088615
1769334088649.jpg,0.0,0.0,1769334088649
1769334088683.jpg,0.0,0.0,1769334088683
1769334088717.jpg,0.0,0.0,1769334088717
1769334088750.jpg,0.0,0.0,1769334088750
1769334088784.jpg,0.5,-0.5,1769334088784
1769334088818.jpg,0.5,-0.5,1769334088818
1769334088852.jpg,0.5,-0.5,1769334088852
1769334088885.jpg,0.5,-0.5,1769334088885
1769334088919.jpg,0.5,-0.5,1769334088919
1769334088952.jpg,0.5,-0.5,1769334088952
1769334088986.jpg,0.0,0.0,1769334088986
1769334089020.jpg,0.0,0.0,1769334089020
1769334089054.jpg,0.0,0.0,1769334089054
1769334089087.jpg,0.0,0.0,1769334089087
1769334089121.jpg,0.0,0.0,1769334089121
1769334089155.jpg,0.0,0.0,1769334089155
1769334089189.jpg,0.0,0.0,1769334089189
1769334089222.jpg,0.0,0.0,1769334089222
1769334089256.jpg,0.0,0.0,1769334089256
1769334089290.jpg,0.5,-0.5,1769334089290
1769334089324.jpg,0.5,-0.5,1769334089324
1769334089358.jpg,0.5,-0.5,1769334089358
1769334089391.jpg,0.5,-0.5,1769334089391
1769334089424.jpg,0.5,-0.5,1769334089424
1769334089458.jpg,0.0,0.0,1769334089458
1769334089492.jpg,0.0,0.0,1769334089492
1769334089526.jpg,0.0,0.0,1769334089526
1769334089559.jpg,0.0,0.0,1769334089559
1769334089593.jpg,0.0,0.0,1769334089593
1769334089626.jpg,0.0,0.0,1769334089626
1769334089660.jpg,0.0,0.0,1769334089660
1769334089694.jpg,0.0,0.0,1769334089694
1769334089727.jpg,0.0,0.0,1769334089727
1769334089761.jpg,0.0,0.0,1769334089761
1769334089794.jpg,0.5,-0.5,1769334089794
1769334089828.jpg,0.5,-0.5,1769334089828
1769334089862.jpg,0.5,-0.5,1769334089862
1769334089895.jpg,0.5,-0.5,1769334089895
1769334089929.jpg,0.5,-0.5,1769334089929
1769334089963.jpg,0.0,0.0,1769334089963
1769334089996.jpg,0.0,0.0,1769334089996
1769334090030.jpg,0.0,0.0,1769334090030
1769334090064.jpg,0.0,0.0,1769334090064
1769334090098.jpg,0.0,0.0,1769334090098
1769334090131.jpg,0.0,0.0,1769334090131
1769334090165.jpg,0.0,0.0,1769334090165
1769334090199.jpg,0.0,0.0,1769334090199
1769334090232.jpg,0.0,0.0,1769334090232
1769334090266.jpg,0.0,0.0,1769334090266
1769334090299.jpg,0.0,0.0,1769334090299
1769334090333.jpg,0.5,-0.5,1769334090333
1769334090367.jpg,0.5,-0.5,1769334090367
1769334090401.jpg,0.5,-0.5,1769334090401
1769334090434.jpg,0.5,-0.5,1769334090434
1769334090468.jpg,0.0,0.0,1769334090468
1769334090502.jpg,0.0,0.0,1769334090502
1769334090536.jpg,0.0,0.0,1769334090536
1769334090570.jpg,0.0,0.0,1769334090570
1769334090603.jpg,0.0,0.0,1769334090603
