filename,v_left,v_right,timestamp
1769347996978.jpg,0.0,0.0,1769347996978
1769347997012.jpg,0.0,0.0,1769347997012
1769347997045.jpg,0.0,0.0,1769347997045
1769347997079.jpg,0.0,0.0,1769347997079
1769347997112.jpg,0.0,0.0,1769347997112
1769347997146.jpg,0.0,0.0,1769347997146
1769347997180.jpg,0.0,0.0,1769347997180
1769347997213.jpg,0.0,0.0,1769347997213
1769347997247.jpg,0.0,0.0,1769347997247
1769347997280.jpg,0.0,0.0,1769347997280
1769347997314.jpg,0.0,0.0,1769347997314
1769347997348.jpg,0.0,0.0,1769347997348
1769347997381.jpg,0.0,0.0,1769347997381
1769347997415.jpg,0.0,0.0,1769347997415
1769347997449.jpg,0.0,0.0,1769347997449
1769347997483.jpg,0.0,0.0,1769347997483
1769347997516.jpg,0.0,0.0,1769347997516
1769347997550.jpg,0.0,0.0,1769347997550
1769347997584.jpg,0.0,0.0,1769347997584
1769347997618.jpg,1.0,1.0,1769347997618
1769347997651.jpg,1.0,1.0,1769347997651
1769347997685.jpg,1.0,1.0,1769347997685
1769347997719.jpg,1.0,1.0,1769347997719
1769347997752.jpg,1.0,1.0,1769347997752
1769347997786.jpg,1.0,1.0,1769347997786
1769347997820.jpg,1.0,1.0,1769347997820
1769347997853.jpg,0.0,0.0,1769347997853
1769347997887.jpg,0.0,0.0,1769347997887
1769347997921.jpg,0.0,0.0,1769347997921
1769347997955.jpg,0.0,0.0,1769347997955
1769347997989.jpg,-0.5,0.5,1769347997989
1769347998022.jpg,-0.5,0.5,1769347998022
1769347998056.jpg,-0.5,0.5,1769347998056
1769347998089.jpg,-0.5,0.5,1769347998089
1769347998123.jpg,0.0,0.0,1769347998123
1769347998157.jpg,0.0,0.0,1769347998157
1769347998190.jpg,0.0,0.0,1769347998190
1769347998224.jpg,0.0,0.0,1769347998224
1769347998257.jpg,0.0,0.0,1769347998257
1769347998291.jpg,0.0,0.0,1769347998291
1769347998325.jpg,0.0,0.0,1769347998325
1769347998358.jpg,0.0,0.0,1769347998358
1769347998392.jpg,0.0,0.0,1769347998392
1769347998425.jpg,0.0,0.0,1769347998425
1769347998459.jpg,0.0,0.0,1769347998459
1769347998493.jpg,0.0,0.0,1769347998493
1769347998527.jpg,0.0,0.0,1769347998527
1769347998560.jpg,0.0,0.0,1769347998560
1769347998594.jpg,0.0,0.0,1769347998594
1769347998628.jpg,0.0,0.0,1769347998628
1769347998661.jpg,0.0,0.0,1769347998661
1769347998695.jpg,0.0,0.0,1769347998695
1769347998728.jpg,0.0,0.0,1769347998728
1769347998762.jpg,0.0,0.0,1769347998762
